登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E15824,1,5,adversarial,形容詞,対立的な、敵対する,involving two sides that oppose each other,The talks turned adversarial after lunch.,話し合いは昼食後に対立的になった。,adversary（敵）から。英米の裁判は adversarial system と呼ばれる。
E15825,1,5,antagonism,名詞,敵意、反目,strong dislike between people or groups,There is deep antagonism between the two unions.,その2つの組合の間には根深い反目がある。,人は antagonist（敵対者、物語の悪役）。反対は cooperation。
E15826,1,5,antebellum,形容詞,戦前の（特に南北戦争前の）,belonging to the time before a war,They toured an antebellum house in Georgia.,彼らはジョージア州の南北戦争前の邸宅を見学した。,ラテン語で ante（前）＋bellum（戦争）。米国史の文章に多い。
E15827,1,5,apathetic,形容詞,無関心な、やる気のない,not interested in anything and not caring,Young voters seemed apathetic about the election.,若い有権者は選挙に無関心なようだった。,名詞は apathy。a-（無）＋pathos（感情）が語源で、政治や仕事への無関心を批判する文脈に多い。
E15828,1,5,backwater,名詞,よどんだ地域、辺境,a quiet place where little changes,The village was a sleepy backwater until the railway came.,その村は鉄道が来るまで眠ったような田舎だった。,本来は流れがよどんだ水域のこと。発展や変化から取り残された地域を表す比喩でよく使われる。
E15829,1,5,billiards,名詞,ビリヤード,a game played with balls and a stick on a table,They played billiards in the hotel bar.,彼らはホテルのバーでビリヤードをした。,語尾に s が付くが単数扱いで動詞も単数形にする。米国ではよく似た競技を pool と呼ぶ。
E15830,1,5,blasphemous,形容詞,冒とく的な、不敬な,showing no respect for God or holy things,The play was called blasphemous by church leaders.,その劇は教会の指導者たちに冒とく的だと言われた。,名詞は blasphemy。宗教に限らず神聖視されるものへの侮辱にも使う。
E15831,1,5,cliffhanger,名詞,はらはらさせる結末、接戦,an exciting ending that leaves you in suspense,The season ended on a cliffhanger.,そのシーズンは続きが気になる結末で終わった。,崖にぶら下がる場面で終わる連続活劇が語源。ドラマの引きや、結果の読めない接戦にも使う。
E15832,1,5,clunky,形容詞,不格好な、動きがぎこちない,heavy and awkward to use,The app has a clunky old interface.,そのアプリは古くて使いにくい画面をしている。,clunk（ガタンという音）から。機械やソフトが重く使いにくいことを表し、製品の批評に多い。
E15833,1,5,contemporaneous,形容詞,同時代の、同時期の,happening at the same time as something else,The two discoveries were contemporaneous.,その2つの発見は同じ時期に起きた。,contemporary は「現代の」でも使うが、この語は同時性だけを表す。
E15834,1,5,cutthroat,形容詞,情け容赦のない、激烈な,very fierce and without mercy in competing,The airline industry is a cutthroat business.,航空業界は情け容赦のない世界だ。,cut（切る）＋throat（のど）。cutthroat competition が定番。
E15835,1,5,devilish,形容詞,悪魔のような、ひどく難しい,"very bad, or extremely difficult",The puzzle turned out to be devilish.,そのパズルはとんでもなく難しいと分かった。,devil＋-ish で「悪魔のような」。難しさやずるさを強調し、副詞的に「ひどく」の意味にもなる。
E15836,1,5,disarming,形容詞,警戒心を解かせる、人懐こい,making people feel friendly instead of angry,He has a disarming honesty about his mistakes.,彼は自分の失敗を率直に認めて相手の警戒を解く。,disarm（武装解除する）から。相手の怒りや警戒を解いてしまう笑顔や率直さをほめるときに使う。
E15837,1,5,dissociation,名詞,分離、解離,the act of separating one thing from another,The report shows a dissociation between pay and output.,報告書は賃金と生産の切り離しを示している。,心理学では記憶や意識の解離、化学では分子が分かれる解離を指す。動詞は dissociate。
E15838,1,5,earthen,形容詞,土でできた、素焼きの,made of earth or baked clay,Water was stored in a large earthen jar.,水は大きな素焼きのかめに蓄えられていた。,earthenware は素焼きの陶器。earthy（土くさい）とは別語。
E15839,1,5,eccentricity,名詞,風変わりさ、奇癖,behavior that is strange but not harmful,His eccentricity amused the whole office.,彼の風変わりさは職場中を楽しませた。,形容詞は eccentric。中心からずれているのが元の意味で、害のない変わった言動を指す。
E15840,1,5,emissary,名詞,使者、特使,a person sent to deliver a message officially,The king sent an emissary to the rebel camp.,王は反乱軍の陣営に使者を送った。,emit（送り出す）と同じ語根で、任務を帯びて派遣される使者。外交や交渉のニュースに出る。
E15841,1,5,entrapment,名詞,おとり捜査、わなにかけること,tricking someone into committing a crime,His lawyer argued that it was entrapment.,彼の弁護士はそれはおとり捜査だと主張した。,動詞は entrap。捜査機関が犯罪を仕向ける違法な手法を指し、法廷での弁護の主張に使われる。
E15842,1,5,erectile,形容詞,勃起性の、直立できる,able to become stiff and upright,The clinic treats erectile problems in older men.,その診療所は高齢男性の勃起の問題を扱う。,erect（直立した）から。ふつう医学の文脈で使い、erectile dysfunction は勃起不全のこと。
E15843,1,5,foretold,動詞,予言した（foretell の過去形）,"past form of foretell, to say what will happen",The old book foretold a great flood.,その古い書物は大洪水を予言していた。,foretell - foretold - foretold と変化。tell に fore-（前もって）。
E15844,1,5,grainy,形容詞,粒子の粗い、ざらざらした,not clear because of visible small dots,The security video was dark and grainy.,防犯映像は暗く粒子が粗かった。,grain（粒）から。写真や映像が粗くぼやけて見えることを言い、防犯カメラの描写でよく出る。
E15845,1,5,greenery,名詞,緑の草木、青葉,green leaves and plants together,The balcony was full of greenery.,そのバルコニーは緑の草木でいっぱいだった。,数えられない名詞で、まとまった緑の草木を指す。式典や店の装飾に使う葉ものの意味もある。
E15846,1,5,gynecology,名詞,婦人科学,the medical study of women's health,She specialized in gynecology after graduation.,彼女は卒業後に婦人科を専門にした。,英国つづりは gynaecology。医師は gynecologist。
E15847,1,5,henna,名詞,ヘナ、指甲花の染料,a reddish dye made from a plant,She dyed her hair with henna.,彼女はヘナで髪を染めた。,植物から作る赤茶色の天然染料。髪染めのほか、中東やインドで肌に模様を描く習慣で知られる。
E15848,1,5,hexagon,名詞,六角形,a flat shape with six straight sides,Bees build cells in the shape of a hexagon.,ミツバチは六角形の巣房を作る。,hexa-（6）＋-gon（角）。五角形は pentagon、八角形は octagon。
E15849,1,5,husk,名詞,殻、外皮,the dry outer cover of a seed or grain,Workers removed the husk from the rice.,作業員は米から殻を取り除いた。,穀物や種の乾いた外皮のこと。動詞で「殻をむく」となり、中身のない抜け殻の比喩にも使う。
E15850,1,5,infarction,名詞,梗塞,tissue death caused by a blocked blood supply,The scan confirmed an infarction in the heart muscle.,検査は心筋の梗塞を確認した。,myocardial infarction は心筋梗塞。医学の診断書によく出る語。
E15851,1,5,intonation,名詞,抑揚、イントネーション,the rise and fall of the voice in speech,Her intonation showed she was asking a question.,彼女の抑揚は質問していることを示していた。,声の上がり下がりのことで、同じ語でも意味や気持ちが変わる。tone と語源が同じ発音の用語。
E15852,1,5,kaleidoscope,名詞,万華鏡、絶えず変わるもの,a tube of mirrors showing changing patterns,The market was a kaleidoscope of colors.,その市場は色彩の万華鏡のようだった。,筒の中の鏡で模様が次々変わるおもちゃ。めまぐるしく変化する光景の比喩で使うことが多い。
E15853,1,5,lactation,名詞,授乳、乳の分泌,the production of milk by a mother,Nurses give advice on lactation to new mothers.,看護師は新米の母親に授乳の助言をする。,動詞は lactate。lactose（乳糖）と同じ「乳」の語根で、育児や畜産の記事によく出てくる。
E15854,1,5,liberalization,名詞,自由化、規制緩和,the removal of strict rules or controls,Trade liberalization opened the market to imports.,貿易の自由化は市場を輸入品に開いた。,英国つづりは liberalisation。貿易や金融の規制を緩める意味で、経済ニュースの定番語。
E15855,1,5,lumpy,形容詞,塊のある、でこぼこの,full of small solid pieces or bumps,The sauce was lumpy because she stirred too little.,かき混ぜ方が足りずソースに塊ができた。,lump（塊）＋-y。ソースや粉が混ざりきらず塊が残る様子や、寝具のでこぼこにも使える。
E15856,1,5,lyricist,名詞,作詞家,a person who writes the words of songs,The lyricist won an award for the title song.,その作詞家は主題歌で賞を取った。,lyric（歌詞）から。曲を書く composer（作曲家）と役割が違い、両方こなす人もいる。
E15857,1,5,meatloaf,名詞,ミートローフ,baked ground meat shaped like a loaf,His mother made meatloaf every Sunday.,彼の母は毎週日曜にミートローフを作った。,ひき肉を型に詰めて焼く米国の家庭料理。loaf は「一かたまりのパン」の形を指す語。
E15858,1,5,menial,形容詞,単純で退屈な、下働きの,boring and needing little skill,He took menial jobs to pay for school.,彼は学費のために下働きの仕事をした。,menial tasks（雑用）の形が多い。見下した響きがあるので注意。
E15859,1,5,monogamous,形容詞,一夫一婦の,having only one partner at a time,Swans are known to be monogamous birds.,白鳥は一夫一婦の鳥として知られる。,mono-（1つ）＋gamos（結婚）。名詞は monogamy で、動物の生態を説明するときにも使う。
E15860,1,5,napalm,名詞,ナパーム弾、ナパーム,a jelly-like fuel used in fire bombs,The use of napalm was widely condemned.,ナパームの使用は広く非難された。,燃える燃料をゼリー状に固めた兵器用の物質。戦争報道や歴史の記述に出る重い響きの語。
E15861,1,5,negation,名詞,否定、打ち消し,the act of saying that something is not true,The double negation confused the readers.,その二重否定は読者を混乱させた。,動詞は negate（打ち消す、無効にする）。文法の否定形や論理学の否定を説明するときに使う。
E15862,1,5,neurosurgery,名詞,脳神経外科,surgery on the brain or nerves,He trained in neurosurgery for seven years.,彼は7年間、脳神経外科の訓練を受けた。,neuro-（神経）＋surgery。医師は neurosurgeon。
E15863,1,5,neutrino,名詞,ニュートリノ,a tiny particle with almost no mass,Detectors deep underground catch a few neutrinos.,地下深くの検出器がわずかなニュートリノを捉える。,物質をほとんど素通りする極めて小さな素粒子。観測が難しく、物理学の話題でよく登場する。
E15864,1,5,oneness,名詞,一体感、一つであること,the feeling of being joined as one,He felt a oneness with the forest around him.,彼は周りの森との一体感を覚えた。,one＋-ness。宗教や自然との一体感を語る文脈で使われ、日常会話にはあまり出てこない。
E15865,1,5,opacity,名詞,不透明さ、分かりにくさ,the quality of not letting light or facts through,Critics complained about the opacity of the deal.,批評家はその取引の不透明さに不満を述べた。,形容詞は opaque。光を通さないことと情報が見えにくいことの両方を指し、画像編集にも使う。
E15866,1,5,overdo,動詞,やりすぎる、焼きすぎる,to do something too much,Don't overdo the exercise on your first day.,初日から運動をやりすぎないように。,overdo it（無理をする）の形が多い。過去分詞は overdone。
E15867,1,5,pantyhose,名詞,パンティーストッキング,thin tights worn by women,She bought a pair of black pantyhose.,彼女は黒のストッキングを1足買った。,米語で、英国では tights。つねに複数扱いで a pair of と数える。
E15868,1,5,parentage,名詞,生まれ、血筋,who your parents are and where they came from,Little is known about the boy's parentage.,その少年の生まれについてはほとんど分かっていない。,parent＋-age。誰の子であるかという出自を指し、法律や歴史の記述で使うかたい書き言葉。
E15869,1,5,practicable,形容詞,実行可能な,able to be done in practice,The plan is fair but hardly practicable.,その計画は公平だがほとんど実行不可能だ。,practical（実用的な、現実的な）と混同しやすい。こちらは実現の可否。
E15870,1,5,progenitor,名詞,祖先、先駆者,"an ancestor, or the first of a kind",This machine was the progenitor of modern computers.,この機械は現代のコンピューターの先駆けだった。,祖先や最初の一例を指すかたい語。生物学では細胞の起源、技術史では原型の意味で使う。
E15871,1,5,reflexive,形容詞,反射的な、再帰の,"done without thinking, or referring back",His reflexive answer was simply no.,彼の反射的な答えはただ「いいえ」だった。,文法では myself などの再帰代名詞を reflexive pronoun という。
E15872,1,5,roadster,名詞,ロードスター、2人乗りオープンカー,an open car with two seats,He restored an old British roadster.,彼は古い英国製のオープンカーを修復した。,屋根のない2人乗りスポーツカー。convertible より軽快な響き。
E15873,1,5,salesperson,名詞,販売員、営業担当者,a person whose job is selling things,A salesperson greeted us at the door.,販売員が入り口で私たちを迎えた。,salesman と saleswoman を性別によらず言い換えた語。
E15874,1,5,skylight,名詞,天窓,a window built into a roof,Sunlight poured through the skylight.,日差しが天窓から降り注いだ。,sky＋light。屋根に取り付けて上から光を取り入れる窓で、住宅や美術館の説明によく出る。
E15875,1,5,snip,動詞,ちょきんと切る,to cut something with quick small cuts,She snipped the loose thread with scissors.,彼女はほつれた糸をはさみでちょきんと切った。,はさみで切る音から生まれた語。名詞で「切り取った小片」や「格安品」を指すこともある。
E15876,1,5,spurt,動詞,噴き出す、急に伸びる,to come out suddenly in a strong stream,Water spurted from the broken pipe.,壊れた管から水が噴き出した。,名詞で a growth spurt（急な成長期）という言い方が有名。
E15877,1,5,stencil,名詞,型紙、ステンシル,a sheet with cut shapes used to paint letters,They painted the numbers using a stencil.,彼らは型紙を使って番号を塗った。,文字や形をくり抜いた型紙。動詞で「型紙を使って描く」となり、箱や道路の表示に使われる。
E15878,1,5,subjectivity,名詞,主観性,"judging by personal feelings, not facts",The test tries to reduce the subjectivity of scoring.,その試験は採点の主観性を減らそうとしている。,反対は objectivity（客観性）。採点や批評が個人の感じ方に左右されることを問題にする語。
E15879,1,5,subliminal,形容詞,潜在意識の、意識下の,affecting the mind without you noticing,The ad was accused of using subliminal images.,その広告は潜在意識に働く画像を使ったと非難された。,sub-（下）＋limen（しきい）。subliminal message が有名な言い方。
E15880,1,5,symphonic,形容詞,交響曲の、交響楽的な,relating to a symphony or full orchestra,The film has a rich symphonic score.,その映画には豊かな交響楽的な音楽が付いている。,symphony（交響曲）の形容詞。管弦楽らしい厚みのある響きを表し、映画音楽の紹介にも使う。
E15881,1,5,teary,形容詞,涙ぐんだ、涙もろい,having tears in the eyes,She gave a teary goodbye at the station.,彼女は駅で涙ながらの別れを告げた。,tear（涙）＋-y。teary-eyed（目に涙をためた）の形も多い。
E15882,1,5,transducer,名詞,変換器、トランスデューサー,a device that changes one form of energy to another,The transducer turns sound into an electric signal.,その変換器は音を電気信号に変える。,trans-（越えて）＋duce（導く）。マイクやセンサーのように別の形のエネルギーへ変える装置。
E15883,1,5,twofold,形容詞,2倍の、2つの面がある,"having two parts, or twice as much",Our aim is twofold: speed and safety.,私たちの狙いは2つ、速さと安全だ。,形容詞にも副詞にもなる。threefold、tenfold のように数を変えて「何倍」を表せる形。
E15884,1,5,upstart,名詞,成り上がり者、新参者,a new person who acts too confidently,The old firms dismissed the upstart as a fad.,老舗の企業はその新参者を一時の流行と切り捨てた。,急に現れて偉そうにする新参者を指すけなし気味の語。新興企業を評するときにも使われる。
E15885,1,5,urea,名詞,尿素,a chemical the body makes when using protein,Urea is used in skin creams and fertilizer.,尿素は肌用クリームや肥料に使われる。,たんぱく質を使ったあと体が作る物質。肥料や保湿クリームの原料で、血液検査の項目にもなる。
E15886,1,5,villainous,形容詞,悪党のような、極悪な,"very evil, like a villain in a story",The actor played a villainous banker.,その俳優は極悪な銀行家を演じた。,villain（悪役）の形容詞。物語や映画の批評で、極悪な人物や行いを表すときに使いやすい。
E15887,1,5,grandparent,名詞,祖父母,the mother or father of your parent,My grandparents live near the sea.,私の祖父母は海の近くに住んでいる。,祖父は grandfather、祖母は grandmother。まとめて言う語。
E15888,1,5,insulate,動詞,断熱する、遮断する,to cover something to stop heat or sound,They insulated the roof to save energy.,彼らは省エネのために屋根を断熱した。,名詞は insulation。人を厳しい現実から「守る」比喩にも使う。
E15889,1,5,enslave,動詞,奴隷にする、とりこにする,to make someone a slave or fully controlled,The empire enslaved the people it conquered.,その帝国は征服した人々を奴隷にした。,en-（～にする）＋slave。歴史の記述のほか、借金や習慣にとらわれる比喩でもよく使われる。
E15890,1,5,testicle,名詞,睾丸,one of the two male sex organs,The doctor checked for a lump in the testicle.,医師は睾丸のしこりを調べた。,医学用語。複数形は testicles、形容詞は testicular。
E15891,1,5,tropic,名詞,回帰線、熱帯地方,one of two lines of latitude around the earth,The ship crossed the Tropic of Cancer at dawn.,船は夜明けに北回帰線を越えた。,the tropics と複数にすると「熱帯地方」。形容詞は tropical。
E15892,1,5,trample,動詞,踏みつける、踏みにじる,to step heavily on something and damage it,The crowd trampled the flower beds.,群衆は花壇を踏み荒らした。,trample on rights（権利を踏みにじる）の比喩でもよく使う。
E15893,1,5,spearhead,動詞,先頭に立つ、主導する,to lead an attack or a campaign,She spearheaded the drive for cleaner water.,彼女は水をきれいにする運動の先頭に立った。,spear（槍）＋head（先）。運動や改革の先頭に立つ意味で、名詞では推進役そのものを指す。
E15894,1,5,gush,動詞,噴き出す、大げさにほめる,to flow out quickly in large amounts,Oil gushed from the new well.,新しい井戸から石油が噴き出した。,gush over someone は「べたぼめする」。液体と感情の両方に使う。
E15895,1,5,spasm,名詞,けいれん、発作,a sudden tightening of a muscle,A spasm in his back made him stop.,背中のけいれんで彼は動きを止めた。,筋肉が急に縮む医学用語。感情や活動が一時的に激しく起こることを表す比喩でも使われる。
E15896,1,5,pimple,名詞,にきび、吹き出物,a small raised spot on the skin,A pimple appeared on his chin overnight.,一晩で彼のあごににきびができた。,acne は症状全体を指す病名で、pimple は一つ一つの吹き出物のこと。会話ではこちらが多い。
E15897,1,5,industrialist,名詞,実業家、産業資本家,an owner of a large manufacturing business,The museum was funded by a local industrialist.,その博物館は地元の実業家の資金で建てられた。,industry＋-alist。19世紀から20世紀の歴史の話でよく出る。
E15898,1,5,aground,副詞,座礁して,touching the bottom in shallow water,The tanker ran aground near the harbor.,そのタンカーは港の近くで座礁した。,run aground（座礁する）が決まった言い方。計画の頓挫にも使う。
E15899,1,5,airfare,名詞,航空運賃,the price of a plane ticket,Airfare to Europe rises every summer.,ヨーロッパへの航空運賃は毎年夏に上がる。,air＋fare（運賃）。バスや電車の運賃は単に fare と言い、航空券の値段だけをこの語で表す。
E15900,1,5,alternator,名詞,オルタネーター、交流発電機,a device in a car that makes electricity,A dead alternator left the car without power.,オルタネーターの故障で車は電気を失った。,エンジンの回転で交流の電気を作り、車の電池を充電する部品。整備や故障の話でよく出る。
E15901,1,5,antiviral,形容詞,抗ウイルスの,working against viruses,Doctors gave him an antiviral drug at once.,医師はすぐに彼に抗ウイルス薬を与えた。,anti-（対抗）＋viral。名詞で「抗ウイルス薬」そのものも指す。
E15902,1,5,badlands,名詞,悪地、荒れ地,dry rocky land where little can grow,They rode for hours across the badlands.,彼らは何時間も荒れ地を馬で進んだ。,つねに複数形で使う地理の語。雨や風に削られた岩だらけの乾いた土地で、農業には向かない。
E15903,1,5,bearish,形容詞,弱気の、下落基調の,expecting prices to fall,Analysts turned bearish on tech shares.,アナリストはハイテク株に弱気になった。,熊が前足を振り下ろす姿から相場の下落を表す。反対は牛の角から来た bullish（強気の）。
E15904,1,5,bygone,形容詞,過ぎ去った、昔の,belonging to a time long ago,The hotel still has the charm of a bygone age.,そのホテルには今も過ぎし時代の趣がある。,let bygones be bygones は「過ぎたことは水に流す」。
E15905,1,5,carbine,名詞,カービン銃,a short light rifle,The guard carried a carbine on his shoulder.,警備員はカービン銃を肩に担いでいた。,騎兵が馬上で扱えるよう銃身を短くした小銃。軍事や歴史の記述に出てくる専門的な語。
E15906,1,5,carelessness,名詞,不注意、うっかり,a lack of attention that causes mistakes,The fire was blamed on simple carelessness.,その火事は単なる不注意のせいだとされた。,careless＋-ness。事故や火災の原因を説明する報告書で、注意不足を指してよく使われる。
E15907,1,5,commensurate,形容詞,釣り合った、見合った,matching in size or importance,The pay should be commensurate with experience.,給与は経験に見合ったものであるべきだ。,commensurate with ... の形で使う。求人広告の定番表現。
E15908,1,5,deformity,名詞,奇形、変形,a part of the body with an unusual shape,Surgery corrected the deformity in his foot.,手術は彼の足の変形を治した。,動詞は deform。体の一部が普通と違う形であることを指し、人について言うときは言葉選びに注意。
E15909,1,5,dinghy,名詞,小舟、ゴムボート,a small open boat,They rowed to shore in a rubber dinghy.,彼らはゴムボートをこいで岸に着いた。,発音は「ディンギー」。手こぎやゴム製の小舟で、大型船に積む救命用の舟のことも指す。
E15910,1,5,downpour,名詞,土砂降り,a very heavy fall of rain,We were caught in a sudden downpour.,私たちは突然の土砂降りにあった。,down＋pour（注ぐ）。shower より激しく短い雨で、caught in a downpour の形が定番。
E15911,1,5,eloquence,名詞,雄弁、説得力のある話しぶり,the skill of speaking well and persuasively,Her eloquence moved the whole room.,彼女の雄弁は部屋中の人を動かした。,形容詞は eloquent。話し方だけでなく、文章や沈黙が持つ説得力についても使える語。
E15912,1,5,excrement,名詞,排せつ物、ふん,solid waste from the body,The cage had to be cleaned of excrement daily.,そのおりは毎日ふんを掃除する必要があった。,医学や生物学で使うかたい語。動物の話では droppings も使う。
E15913,1,5,foal,名詞,子馬,a young horse,The mare gave birth to a healthy foal.,その雌馬は健康な子馬を産んだ。,動詞で「子馬を産む」にもなる。calf（子牛）、lamb（子羊）と同類。
E15914,1,5,fragmentary,形容詞,断片的な、不完全な,"made of small separate parts, not complete",We have only fragmentary records of that year.,その年の記録は断片的にしか残っていない。,fragment（断片）から。記録や証拠がとぎれとぎれで全体が分からないときに使う書き言葉。
E15915,1,5,halogen,名詞,ハロゲン,one of a group of chemical elements like chlorine,The lamp uses a small halogen bulb.,そのランプは小さなハロゲン球を使っている。,塩素やヨウ素などの元素をまとめた呼び名。身近な例として halogen lamp がよく知られる。
E15916,1,5,harpoon,名詞,銛（もり）,a long spear used to catch large sea animals,The old sailor showed us a rusty harpoon.,その老いた船乗りはさびた銛を見せてくれた。,先に返しの付いた長い銛。動詞で「銛で突く」となり、捕鯨の歴史を語る文章でよく出る。
E15917,1,5,hazmat,名詞,危険物、危険物対応,dangerous materials that need special handling,Workers in hazmat suits entered the building.,防護服を着た作業員が建物に入った。,hazardous material の略。hazmat suit（防護服）の形で使う。
E15918,1,5,homeopathic,形容詞,ホメオパシーの、同種療法の,using very small amounts of a substance as treatment,She prefers homeopathic remedies for colds.,彼女は風邪にはホメオパシーの療法を好む。,名詞は homeopathy。科学的な効果には議論があると知っておく。
E15919,1,5,hydrology,名詞,水文学,the study of water on and under the earth,He teaches hydrology at the state university.,彼は州立大学で水文学を教えている。,hydro-（水）＋-logy（学）。地表や地下の水の動きを研究する分野で、洪水対策の話題に出る。
E15920,1,5,idealist,名詞,理想主義者,someone who believes in high ideals,He is an idealist who trusts people too easily.,彼は人を信じすぎる理想主義者だ。,反対は realist（現実主義者）。理想を持つ人をほめる場合と、世間知らずと皮肉る場合がある。
E15921,1,5,inextricably,副詞,解きほぐせないほど、密接に,in a way that cannot be separated,The two problems are inextricably linked.,その2つの問題は切り離せないほど結び付いている。,ほぼ inextricably linked という形で使う。かたい書き言葉。
E15922,1,5,innermost,形容詞,いちばん奥の、心の奥の,"furthest inside, or most private",She wrote her innermost thoughts in a diary.,彼女は心の奥の思いを日記に書いた。,inner の最上級の形。建物の最も奥の部屋にも、人の心の奥にある思いにも使える語。
E15923,1,5,interconnection,名詞,相互接続、つながり,a link between two or more things,The report studies the interconnection of the two markets.,報告書は2つの市場のつながりを調べている。,inter-（相互）＋connection。電力網や通信の技術用語にも使う。
E15924,1,5,margarine,名詞,マーガリン,a soft yellow food used instead of butter,He spread margarine on his toast.,彼はトーストにマーガリンを塗った。,発音は g を j の音で「マージャリン」。植物油から作り、バターの代わりに使う食品。
E15925,1,5,melanin,名詞,メラニン,the dark substance that colors skin and hair,Melanin protects the skin from sunlight.,メラニンは肌を日光から守る。,肌や髪、目の色を決める色素。日光を防ぐ働きがあり、生物学や皮膚科の説明に出てくる。
E15926,1,5,mobster,名詞,暴力団員、ギャング,a member of an organized crime group,The film follows a young mobster in Chicago.,その映画はシカゴの若いギャングを追う。,mob（暴力団）＋-ster。米国の組織犯罪の一員を指し、映画やドラマの紹介文でよく使う。
E15927,1,5,neurotransmitter,名詞,神経伝達物質,a chemical that carries signals between nerve cells,Dopamine is a well known neurotransmitter.,ドーパミンはよく知られた神経伝達物質だ。,neuro-（神経）＋transmitter（伝えるもの）。脳科学の基本語。
E15928,1,5,normalcy,名詞,平常、通常の状態,the state of being normal,Life slowly returned to normalcy after the storm.,嵐のあと生活はゆっくり平常に戻った。,米語で、英国では normality が普通。return to normalcy の形が多い。
E15929,1,5,oceanographic,形容詞,海洋学の,relating to the study of the sea,The team joined an oceanographic survey.,そのチームは海洋学の調査に加わった。,名詞は oceanography。海流や海底、海の生き物を調べる分野で、調査船の記事に出る。
E15930,1,5,overblown,形容詞,大げさな、誇張された,made to seem more important than it is,The danger was overblown by the press.,その危険は報道で大げさに扱われた。,blow up（ふくらませる）から。危険や評判が実際より大げさに扱われたと批判するときの語。
E15931,1,5,overestimate,動詞,過大評価する、多く見積もる,to think something is bigger than it really is,We overestimated how long the job would take.,私たちはその仕事にかかる時間を多く見積もりすぎた。,反対は underestimate。名詞としてもそのまま使え、費用や能力の見積もりについて言う。
E15932,1,5,pathos,名詞,哀愁、人の心を打つ力,a quality that makes people feel pity or sadness,The final scene is full of quiet pathos.,最後の場面は静かな哀愁に満ちている。,ギリシャ語で「感情」。sympathy や pathetic と同じ語根。
E15933,1,5,peninsular,形容詞,半島の,relating to a peninsula,The peninsular climate is mild all year.,その半島の気候は一年中穏やかだ。,名詞は peninsula（半島）。つづりの最後が -ar になる点に注意。
E15934,1,5,portraiture,名詞,肖像画法、人物描写,the art of making portraits,The museum has a room devoted to portraiture.,その美術館には肖像画専用の部屋がある。,portrait（肖像画）から。人物を描く技法全体を指し、文学の人物描写についても使える。
E15935,1,5,potable,形容詞,飲用に適した,safe to drink,The village finally has potable water.,その村にもようやく飲める水が届いた。,potable water（飲料水）の形がほとんど。ラテン語の「飲む」から。
E15936,1,5,quadrangle,名詞,中庭、四角形,a square yard surrounded by buildings,Students sat on the grass in the quadrangle.,学生たちは中庭の芝生に座っていた。,英国の大学で建物に囲まれた中庭を指すことが多く、口語では quad と短く言う。
E15937,1,5,quickness,名詞,素早さ、機敏さ,the quality of moving or thinking fast,His quickness saved the team from a goal.,彼の素早さがチームを失点から救った。,speed が距離あたりの速さ、quickness は反応の早さを表す。
E15938,1,5,raceway,名詞,レース場、サーキット,a track for car or horse racing,The new raceway opened outside town.,新しいレース場が町の外に開場した。,米語で自動車や馬のレース場のこと。電気工事では配線を通す管を指す別の意味もある。
E15939,1,5,retrofit,動詞,後付けする、改修する,to add new parts to an older machine or building,They retrofitted the school with new heating.,彼らは学校に新しい暖房を後付けした。,retro-（後ろへ）＋fit。古い建物や機械に新しい装置を後から付けることで、省エネ改修に多い。
E15940,1,5,robustness,名詞,頑丈さ、堅牢性,the quality of being strong and reliable,Engineers tested the robustness of the bridge.,技術者は橋の頑丈さを試験した。,形容詞は robust。構造の頑丈さのほか、IT では誤りや障害に強い堅牢性を指す評価語。
E15941,1,5,salespeople,名詞,販売員たち、営業担当者たち,people whose job is selling things,The salespeople met their target early.,販売員たちは早々に目標を達成した。,salesperson の複数形。性別を問わない言い方として好まれる。
E15942,1,5,savanna,名詞,サバンナ、草原,a wide grassy plain with few trees,Zebras graze on the open savanna.,シマウマが開けたサバンナで草を食む。,英国つづりは savannah。木がまばらに生える熱帯の乾いた草原で、アフリカの説明によく出る。
E15943,1,5,scriptural,形容詞,聖書の、経典の,relating to holy writings,He supported his view with scriptural quotes.,彼は聖書の引用で自分の考えを支えた。,scripture（聖書、経典）の形容詞。script（台本）とは別の使い方。
E15944,1,5,seedy,形容詞,うらぶれた、いかがわしい,dirty and looking not respectable,They stayed in a seedy hotel near the station.,彼らは駅近くのうらぶれたホテルに泊まった。,seed（種）から派生したが、場所や店が薄汚れて怪しい雰囲気であることを表す口語。
E15945,1,5,sleet,名詞,みぞれ,a mix of rain and snow falling together,Sleet made the roads dangerous last night.,昨夜はみぞれで道路が危険になった。,雨と雪が混じって降る状態。氷の粒が降る hail（ひょう）とは別物で、天気予報でよく使う。
E15946,1,5,snarky,形容詞,とげのある、皮肉っぽい,making rude remarks in a clever way,He left a snarky comment on the post.,彼はその投稿にとげのあるコメントを残した。,近年広まった口語で、遠回しにとげのある物言いを指す。sarcastic よりくだけた響き。
E15947,1,5,sorghum,名詞,モロコシ、ソルガム,a tall grain plant grown for food,Farmers here grow sorghum instead of corn.,ここの農家はトウモロコシの代わりにソルガムを育てる。,発音は「ソーガム」で h は読まない。乾燥に強い穀物で、食用や飼料として広く育てられる。
E15948,1,5,squeal,動詞,きしむ音を立てる、金切り声を上げる,to make a long high sound,The tires squealed as the car turned.,車が曲がるときタイヤがきしんだ。,喜びの叫びにも使う。squeal with delight（歓声を上げる）。
